Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107),C2H6X(141),CC(144),SX(123)
2.168115236192623e-06,0.0004434385066666667,0.2,0.0,7.159471060461407e-06,0.2000002036882469,0.19870271445348026,0.2000006471612496,0.19999854004243947,9.418828750998684e-13,1.7188730819045266e-10,2.571324531857805e-10,1.6058881311219964e-19,4.2964818740970685e-07,4.928273740267198e-16,1.7936498249844197e-12,8.95075750453818e-07,0.0012964700172501751,2.556254561413243e-10,3.92003166210736e-08,1.1307170042111623e-15,3.915323214238e-12,1.654550239271997e-18,1.7714267866635813e-11,3.41538643405966e-18,1.2547757053004885e-20,4.234322179342021e-12,1.2237431555003291e-09,7.678119481175816e-11,4.440961187141662e-08,6.285109502119507e-10,1.3992663029495792e-13,1.3898267108403828e-13,7.140558335075279e-10,1.7825442291278657e-08,3.3501720706093154e-14
2.1745748303604014e-06,0.0004434385066666667,0.2,0.0,7.159470311614448e-06,0.20000020520256004,0.19870271168718628,0.20000064957252592,0.19999853798317227,9.458613132096122e-13,1.726380002785979e-10,2.582609897787976e-10,1.6127233208249516e-19,4.2965047376041907e-07,4.930162927582666e-16,1.793928458830796e-12,8.950756381843013e-07,0.0012964698268708573,2.556261629135422e-10,3.92109677714377e-08,1.1307404110604064e-15,3.917228572337327e-12,1.6558536021453425e-18,1.7723897973187686e-11,3.4163413643821422e-18,1.255453505972102e-20,4.237737044233709e-12,1.2257389879043667e-09,7.682033345912212e-11,4.4584233051250644e-08,6.312786635474424e-10,1.3953552104703807e-13,1.3956706813779093e-13,7.149144569120603e-10,1.7912600216809095e-08,3.365059386027407e-14
2.1810344245281796e-06,0.0004434385066666667,0.2,0.0,7.159469562045051e-06,0.20000020671757854,0.19870270891952596,0.20000065198495393,0.19999853592294803,9.498417437210484e-13,1.7338919225807795e-10,2.593903923418825e-10,1.6195622667099095e-19,4.2965274578501673e-07,4.932031488169736e-16,1.7942033307239986e-12,8.95075525872845e-07,0.001296469636574747,2.5562686532949237e-10,3.922155053123369e-08,1.1307636827769217e-15,3.919122684249793e-12,1.6571499297036095e-18,1.7733468834570685e-11,3.4172901809936043e-18,1.2561270845055621e-20,4.241137590064574e-12,1.2277295588334871e-09,7.685933587525766e-11,4.475885666393373e-08,6.340469772306839e-10,1.3914698864522348e-13,1.4015152485124167e-13,7.157705470329253e-10,1.799985963630022e-08,3.3799509978774446e-14
2.1874940186959578e-06,0.0004434385066666667,0.2,0.0,7.1594688117591265e-06,0.200000208233298,0.19870270615050747,0.20000065439852677,0.19999853386177247,9.538241531535314e-13,1.7414088098246306e-10,2.6052065712901743e-10,1.6264049457489392e-19,4.2965500360134996e-07,4.93388741566069e-16,1.794473784237309e-12,8.95075413526832e-07,0.0012964694463617125,2.5562756342429753e-10,3.9232065527964405e-08,1.1307868207542299e-15,3.921005642758361e-12,1.6584393129117235e-18,1.7742981011179986e-11,3.418232938625108e-18,1.256796545362169e-20,4.2445252679277604e-12,1.229714899048657e-09,7.68981985023169e-11,4.4933482078046295e-08,6.368158762239978e-10,1.3876100991581202e-13,1.4073604024753215e-13,7.166241252348965e-10,1.8087220234563496e-08,3.3948552487855406e-14
2.193953612863736e-06,0.0004434385066666667,0.2,0.0,7.15946806076466e-06,0.20000020974971422,0.19870270338013907,0.20000065681323753,0.1999985317996512,9.578085281447713e-13,1.7489306332974518e-10,2.6165178041771095e-10,1.6332513351160296e-19,4.2965724732591325e-07,4.935728281636964e-16,1.7947405311054419e-12,8.950753011473374e-07,0.001296469256231624,2.5562825723711085e-10,3.9242513385712437e-08,1.1308098259745538e-15,3.92287753900293e-12,1.6597217928507908e-18,1.775243500046786e-11,3.419169693514188e-18,1.257461895343376e-20,4.247899282849121e-12,1.2316950389973393e-09,7.693692133470218e-11,4.5108108667379255e-08,6.395853460382225e-10,1.3837756127441403e-13,1.4132061109527299e-13,7.174752126195826e-10,1.8174681698733056e-08,3.4097670748249365e-14
2.1997672476147363e-06,0.0004434385066666667,0.2,0.0,7.159467384274163e-06,0.20000021111508107,0.19870270088566008,0.2000006589874445,0.19999852994293832,9.613961352394906e-13,1.7557044692824356e-10,2.626705223336131e-10,1.6394162391712143e-19,4.2965925472479375e-07,4.9373689089901e-16,1.7949773387507235e-12,8.950751999726411e-07,0.0012964690851853542,2.556288780340288e-10,3.925185956835242e-08,1.1308304179481892e-15,3.924552862682419e-12,1.6608701566276066e-18,1.7760894251330768e-11,3.420007686571597e-18,1.2580572033396422e-20,4.250924083576411e-12,1.233472743532696e-09,7.697165641122907e-11,4.526527308748513e-08,6.420783445548858e-10,1.3803459809208184e-13,1.418467696600055e-13,7.182390781668434e-10,1.8253483000189328e-08,3.4231925249402645e-14
2.2055808823657365e-06,0.0004434385066666667,0.2,0.0,7.159466707225409e-06,0.20000021248100572,0.19870269839010019,0.20000066116256274,0.19999852808546806,9.649853141303256e-13,1.7624822561056064e-10,2.6368995396279554e-10,1.6455841139031914e-19,4.2966125088575234e-07,4.938996188073435e-16,1.795211070681733e-12,8.950750987691068e-07,0.0012964689142060694,2.5562949541476956e-10,3.926115231843107e-08,1.1308509040007523e-15,3.926219364678521e-12,1.6620130094376883e-18,1.7769307150715117e-11,3.420840902044295e-18,1.2586492295960724e-20,4.253938068215011e-12,1.2352462818839684e-09,7.700628318550435e-11,4.5422437505237006e-08,6.445717826946878e-10,1.3769364903383967e-13,1.4237296909863638e-13,7.190009572778352e-10,1.8332365527058366e-08,3.4366238693829986e-14
2.211394517116737e-06,0.0004434385066666667,0.2,0.0,7.159466029625277e-06,0.20000021384748523,0.19870269589346531,0.2000006633385873,0.1999985262272446,9.685760553170698e-13,1.7692639715364734e-10,2.647100726575199e-10,1.6517549430828052e-19,4.296632358911247e-07,4.940610359680012e-16,1.795441755945247e-12,8.950749975377841e-07,0.0012964687432936801,2.556301094047848e-10,3.927039207562971e-08,1.1308712849113201e-15,3.927877110072678e-12,1.66315039143495e-18,1.7777674062981167e-11,3.421669379069584e-18,1.2592380007664072e-20,4.256941264829751e-12,1.2370156756551026e-09,7.704080131282306e-11,4.557960147575405e-08,6.470656499956551e-10,1.3735469546098417e-13,1.428992076276502e-13,7.197608650150147e-10,1.8411329056596446e-08,3.450061047466993e-14
2.217208151867737e-06,0.0004434385066666667,0.2,0.0,7.159465351480042e-06,0.20000021521451644,0.1987026933957612,0.2000006655155133,0.19999852436827198,9.721683493741483e-13,1.7760495935040698e-10,2.6573087578493173e-10,1.6579287106082254e-19,4.296652098226886e-07,4.942211240256157e-16,1.7956693957707368e-12,8.950748962786119e-07,0.0012964685724480985,2.556307200286938e-10,3.9279579275967854e-08,1.1308915614366378e-15,3.929526163051617e-12,1.6642823409392666e-18,1.7785995348027676e-11,3.422493156476012e-18,1.2598235407227768e-20,4.259933709469419e-12,1.2387809463036942e-09,7.707521132559613e-11,4.573676455769401e-08,6.495599360111165e-10,1.3701772000987804e-13,1.434254834210124e-13,7.205188159940469e-10,1.8490373367702765e-08,3.463503894643767e-14
2.2230217866187374e-06,0.0004434385066666667,0.2,0.0,7.159464672795673e-06,0.20000021658209646,0.1987026908969936,0.20000066769333605,0.19999852250855416,9.75762186949788e-13,1.7828391000959868e-10,2.6675236072819687e-10,1.6641054005035314e-19,4.296671727615452e-07,4.943799144454424e-16,1.79589402822488e-12,8.950747949922905e-07,0.0012964684016692372,2.556313273114424e-10,3.928871435157131e-08,1.1309117343435436e-15,3.9311665872408555e-12,1.6654088975904685e-18,1.779427136471148e-11,3.4233122727503078e-18,1.2604058762065573e-20,4.2629155216103056e-12,1.2405421151237691e-09,7.710951432820358e-11,4.5893926313139375e-08,6.520546303909366e-10,1.366827066233215e-13,1.4395179473884233e-13,7.212748245300432e-10,1.8569498240869782e-08,3.476952489834165e-14
2.2288354213697377e-06,0.0004434385066666667,0.2,0.0,7.159463993578931e-06,0.20000021795022221,0.19870268839716834,0.2000006698720506,0.19999852064809512,9.793575587653098e-13,1.7896324695618506e-10,2.677745248900536e-10,1.67028499691753e-19,4.296691247879355e-07,4.945374143712193e-16,1.7961156842303436e-12,8.950746936793789e-07,0.0012964682309570099,2.556319312776041e-10,3.929779772983693e-08,1.13093180438355e-15,3.932798445701309e-12,1.6665300998131605e-18,1.7802502467093197e-11,3.424126765967045e-18,1.2609850320354585e-20,4.265886775685679e-12,1.2422992032500453e-09,7.714371119616231e-11,4.605108630794197e-08,6.545497228906041e-10,1.363496393390886e-13,1.4447813981711896e-13,7.220289049003757e-10,1.8648703458171267e-08,3.490406745234063e-14
2.234649056120738e-06,0.0004434385066666667,0.2,0.0,7.15946331383624e-06,0.2000002193188908,0.1987026858962911,0.2000006720516522,0.19999851878689887,9.829544556144322e-13,1.796429680311885e-10,2.687973656925928e-10,1.676467484122557e-19,4.2967106598132516e-07,4.946936305592757e-16,1.79633438426346e-12,8.950745923403126e-07,0.0012964680603113326,2.5563253195144906e-10,3.930682983345814e-08,1.1309517723013832e-15,3.934421800938345e-12,1.6676459857453907e-18,1.7810689005631198e-11,3.4249366737716038e-18,1.261561032879731e-20,4.268847536842119e-12,1.2440522316638346e-09,7.717780255482245e-11,4.620824411173581e-08,6.570452033438579e-10,1.3601850170531808e-13,1.4500451691127085e-13,7.227810713069259e-10,1.8727988803264326e-08,3.5038665982541147e-14
2.2462763256227386e-06,0.0004434385066666667,0.2,0.0,7.159461952797444e-06,0.20000022205784468,0.19870268089140294,0.20000067641349792,0.19999851506231017,9.901527879446396e-13,1.8100355400868143e-10,2.7084506699681104e-10,1.6888410686029753e-19,4.2967491618365945e-07,4.95002258945302e-16,1.7967630174699827e-12,8.950743895857006e-07,0.0012964677192193008,2.556337235183689e-10,3.932474188632884e-08,1.1309914047231574e-15,3.93764324886185e-12,1.6698619602516237e-18,1.7826929777172933e-11,3.4265428818600275e-18,1.2627036683267829e-20,4.274737885284292e-12,1.2475461925200828e-09,7.72456717123908e-11,4.652255144251576e-08,6.620372878876325e-10,1.3536195147039672e-13,1.4605736027179286e-13,7.242797181756216e-10,1.8886799019293684e-08,3.530802948366493e-14
2.256740868174539e-06,0.0004434385066666667,0.2,0.0,7.15946072612515e-06,0.2000002245247303,0.19870267638346192,0.20000068034214588,0.19999851170769795,9.966364117557693e-13,1.822293737687943e-10,2.726902867861815e-10,1.699987025845913e-19,4.29678345100195e-07,4.952757406753443e-16,1.7971389256731424e-12,8.950742070219532e-07,0.001296467412463264,2.556347849083109e-10,3.934069152746818e-08,1.1310267319940654e-15,3.940514086346229e-12,1.6718385325643064e-18,1.784139751173906e-11,3.427973156956003e-18,1.2637214950905268e-20,4.28000405316884e-12,1.2506770804536423e-09,7.730640041648248e-11,4.68054163023459e-08,6.665313905856188e-10,1.347774966130361e-13,1.4700501164691963e-13,7.256220938390955e-10,1.9030000112406542e-08,3.5550643640180436e-14
2.2672054107263397e-06,0.0004434385066666667,0.2,0.0,7.159459497843961e-06,0.2000002269933296,0.1987026718721989,0.20000068427359557,0.19999850835075708,1.0031248367339369e-12,1.834564052399588e-10,2.7453765961430407e-10,1.7111421101739213e-19,4.2968174012245156e-07,4.955452237224305e-16,1.7975056403147918e-12,8.950740243809641e-07,0.0012964671059216156,2.5563583599937807e-10,3.935648141750739e-08,1.1310617396903245e-15,3.943358319701001e-12,1.6737984597890611e-18,1.7855726158815083e-11,3.429389143548577e-18,1.2647294758128957e-20,4.285237365385304e-12,1.25379513432765e-09,7.73667986656056e-11,4.708826753233901e-08,6.710265961230036e-10,1.3419904995439196e-13,1.479527403758513e-13,7.269584821426235e-10,1.9173457525987637e-08,3.579343214647955e-14
2.27766995327814e-06,0.0004434385066666667,0.2,0.0,7.159458267988793e-06,0.20000022946362592,0.19870266735764552,0.20000068820782047,0.19999850499150965,1.0096180117150255e-12,1.8468463638786126e-10,2.763871710855607e-10,1.7223062341751785e-19,4.2968510168912684e-07,4.958107675345585e-16,1.7978633012723014e-12,8.950738416655064e-07,0.0012964667995939204,2.556368769256509e-10,3.9372113868902084e-08,1.1310964319280049e-15,3.946176293458719e-12,1.6757419531888078e-18,1.7869917643070315e-11,3.430791047665773e-18,1.2657277471542641e-20,4.29043823976962e-12,1.256900471121386e-09,7.742687062421401e-11,4.737110274971207e-08,6.755228483028354e-10,1.336265232155849e-13,1.4890053684536486e-13,7.282889607090441e-10,1.931717005372632e-08,3.603639252337204e-14
2.2881344958299407e-06,0.0004434385066666667,0.2,0.0,7.159457036593874e-06,0.20000023193560307,0.19870266283983318,0.20000069214479446,0.1999985016299773,1.0161158862401278e-12,1.8591405533428835e-10,2.7823880698375583e-10,1.7334793116413277e-19,4.296884302318917e-07,4.96072425584027e-16,1.7982120423814562e-12,8.950736588782301e-07,0.00129646649347976,2.55637907818988e-10,3.9387591151552816e-08,1.1311308127557368e-15,3.948968346594245e-12,1.677669220546613e-18,1.7883973855407983e-11,3.4321790715574487e-18,1.2667164430763967e-20,4.295607074133514e-12,1.2599932063108402e-09,7.748662025541507e-11,4.765391960736543e-08,6.800200917888343e-10,1.3305982962994331e-13,1.498483915835129e-13,7.296136058229615e-10,1.946113650474671e-08,3.627952196832367e-14
2.2985990383817412e-06,0.0004434385066666667,0.2,0.0,7.159455803693046e-06,0.20000023440924494,0.1987026583187926,0.20000069608449164,0.1999984982661815,1.0226184105435095e-12,1.8714465035455442e-10,2.8009255326846517e-10,1.7446612575469793e-19,4.296917261755658e-07,4.963302514203042e-16,1.7985519969030855e-12,8.950734760217703e-07,0.0012964661875787288,2.5563892880915357e-10,3.94029154939384e-08,1.131164886158189e-15,3.951734812641809e-12,1.6795804664319399e-18,1.7897896654061172e-11,3.433553413799578e-18,1.2676956952735574e-20,4.3007442645508176e-12,1.2630734538885288e-09,7.75460515283628e-11,4.7936715793166886e-08,6.845182720906883e-10,1.324988841697782e-13,1.5079629526575486e-13,7.309324924039505e-10,1.9605355703341732e-08,3.652281779634304e-14
2.3090635809335418e-06,0.0004434385066666667,0.2,0.0,7.159454569319682e-06,0.20000023688453558,0.1987026537945543,0.20000070002688647,0.19999849490014343,1.029125535540597e-12,1.8837640987505637e-10,2.819483960721293e-10,1.755851988029247e-19,4.296949899382337e-07,4.965843011012368e-16,1.7988832971999314e-12,8.95073293098776e-07,0.0012964658818904375,2.5563994002386245e-10,3.9418089083981816e-08,1.1311986560580113e-15,3.9544760197928605e-12,1.68147589234545e-18,1.7911687865326978e-11,3.4349142693696503e-18,1.2686656333883188e-20,4.3058502074233494e-12,1.2661413263871965e-09,7.760516838825752e-11,4.82194890293561e-08,6.890173355471491e-10,1.31943603435533e-13,1.5174423871622302e-13,7.322456940455637e-10,1.974982648870684e-08,3.6766277601895714e-14
2.3195281234853423e-06,0.0004434385066666667,0.2,0.0,7.1594533335065645e-06,0.20000023936145933,0.1987026492671483,0.20000070397195385,0.199998491531884,1.0356372128178682e-12,1.8960932247126838e-10,2.8380632169786045e-10,1.7670514203705287e-19,4.2969822193133856e-07,4.968346267141803e-16,1.7992060717197671e-12,8.950731101118106e-07,0.0012964655764145076,2.5564094158875687e-10,3.943311406969359e-08,1.1312321263146145e-15,3.957192290992862e-12,1.6833556965403612e-18,1.7925349283730644e-11,3.436261829701887e-18,1.2696263846175099e-20,4.31092528530998e-12,1.2691969349019512e-09,7.766397465295738e-11,4.850223707210472e-08,6.935172293131372e-10,1.313939055682921e-13,1.5269221289444524e-13,7.335532830637599e-10,1.9894547714714895e-08,3.7009898769480345e-14
2.329992666037143e-06,0.0004434385066666667,0.2,0.0,7.159452096285979e-06,0.20000024184000076,0.19870264473660434,0.20000070791966887,0.19999848816142385,1.0421533946182108e-12,1.9084337686471248e-10,2.856663166155759e-10,1.7782594729735655e-19,4.2970142255983966e-07,4.970812787381736e-16,1.7995204461521447e-12,8.950729270633863e-07,0.001296465271150576,2.5564193362746406e-10,3.9447992560305824e-08,1.1312653007262754e-15,3.959883944030365e-12,1.685220074172181e-18,1.7938882673042994e-11,3.437596282788173e-18,1.2705780739322756e-20,4.315969872634178e-12,1.2722403891193763e-09,7.772247405752909e-11,4.878495771076098e-08,6.980179013447582e-10,1.30849710180802e-13,1.5364020889768183e-13,7.348553305151715e-10,2.003951824959116e-08,3.725367867369955e-14
2.3404572085889433e-06,0.0004434385066666667,0.2,0.0,7.15945085768977e-06,0.20000024432014454,0.1987026402029516,0.200000711870007,0.1999984847887834,1.0486740338309383e-12,1.920785619208592e-10,2.875283674592349e-10,1.7894760653444376e-19,4.2970459222233103e-07,4.97324311107803e-16,1.7998265455946861e-12,8.950727439560419e-07,0.0012964649660982916,2.556429162616841e-10,3.9462726627095316e-08,1.1312981830330404e-15,3.962551291649764e-12,1.6870692175325093e-18,1.795228976708512e-11,3.438917813251851e-18,1.271520824452384e-20,4.320984346566193e-12,1.27527179733614e-09,7.77806703282652e-11,4.906764876729923e-08,7.025193003852616e-10,1.3031093838710136e-13,1.5458821796643997e-13,7.36151906204235e-10,2.0184736975691978e-08,3.7497615063766617e-14
2.350921751140744e-06,0.0004434385066666667,0.2,0.0,7.159449617749305e-06,0.20000024680187553,0.19870263566621904,0.20000071582294407,0.19999848141398271,1.055199083980497e-12,1.9331486664684408e-10,2.893924610242998e-10,1.800701118073315e-19,4.297077313111181e-07,4.975637735363497e-16,1.8001244922940928e-12,8.95072560792239e-07,0.0012964646612573156,2.5564388961116516e-10,3.947731830411526e-08,1.1313307769149743e-15,3.965194641638379e-12,1.6889033158160763e-18,1.7965572269871982e-11,3.4402266024115464e-18,1.2724547569611117e-20,4.325969071971658e-12,1.278291266482469e-09,7.783856710517868e-11,4.9350308095802875e-08,7.070213759491256e-10,1.2977751284073945e-13,1.5553623146745672e-13,7.374430787327662e-10,2.033020278925262e-08,3.7741705432872554e-14
2.371850836244345e-06,0.0004434385066666667,0.2,0.0,7.159447133958629e-06,0.20000025177003986,0.19870262658362817,0.20000072373651953,0.19999847465797993,1.0682622343064524e-12,1.957907918334368e-10,2.931267242936652e-10,1.8231762922889522e-19,4.29713919306146e-07,4.980321740461787e-16,1.8006964019520747e-12,8.950721943047855e-07,0.0012964640522079966,2.556458089253668e-10,3.950608244314536e-08,1.1313951138337744e-15,3.970410555579015e-12,1.6925271190569387e-18,1.7991770172496026e-11,3.4428066659397412e-18,1.2742966401940287e-20,4.335850686417414e-12,1.2842948085689046e-09,7.795347628728503e-11,4.991552314277144e-08,7.160273584997239e-10,1.2872639802469733e-13,1.5743223787231695e-13,7.400094828064203e-10,2.0621871331822632e-08,3.8230337529825295e-14
2.392779921347946e-06,0.0004434385066666667,0.2,0.0,7.159444645155082e-06,0.2000002567443768,0.1987026174890556,0.20000073166020754,0.19999846789357148,1.0813424861134661e-12,1.9827106723602413e-10,2.968690039198423e-10,1.845684381374862e-19,4.297199895623677e-07,4.984868876465164e-16,1.8012371110536445e-12,8.950718276202817e-07,0.001296463444000144,2.5564769249089057e-10,3.953430053384636e-08,1.1314583397970598e-15,3.97553405236764e-12,1.6960929409799663e-18,1.8017489443406666e-11,3.4453378603415957e-18,1.2761046512305558e-20,4.345617550270711e-12,1.2902518442553369e-09,7.806722940366975e-11,5.0480586307322884e-08,7.250354600976999e-10,1.2769577367165705e-13,1.5932816167368202e-13,7.425550681252698e-10,2.0914515316307586e-08,3.8719557624744985e-14
2.413709006451547e-06,0.0004434385066666667,0.2,0.0,7.1594421515740305e-06,0.2000002617247721,0.19870260838271955,0.2000007395938251,0.19999846112090947,1.0944394894110342e-12,2.0075560979413137e-10,3.006191998147476e-10,1.8682247872893043e-19,4.297259450038557e-07,4.989281952208957e-16,1.8017475068811728e-12,8.950714607560268e-07,0.001296462836631461,2.55649541199025e-10,3.956198758616755e-08,1.13152048220414e-15,3.9805674244184734e-12,1.6996021902388738e-18,1.8042742703926888e-11,3.4478215240609e-18,1.2778796789106585e-20,4.3552722271507855e-12,1.296163181897335e-09,7.817985302243793e-11,5.1045481525086645e-08,7.340453034073381e-10,1.2668507148196597e-13,1.6122393823907257e-13,7.45080342420079e-10,2.120812638889449e-08,3.920934020261828e-14
2.434638091555148e-06,0.0004434385066666667,0.2,0.0,7.159439653441137e-06,0.20000026671111454,0.1987025992648327,0.20000074753719368,0.19999845434014235,1.1075529033883987e-12,2.032443385094189e-10,3.043772142223654e-10,1.8907969276620392e-19,4.297317884652051e-07,4.993566111988843e-16,1.8022284827378554e-12,8.950710937318861e-07,0.0012964622300998111,2.556513559152515e-10,3.958915808701241e-08,1.1315815677008592e-15,3.985512893972159e-12,1.7030562418011279e-18,1.8067542165085813e-11,3.450258949060025e-18,1.2796225990094896e-20,4.364817581376419e-12,1.3020296099427653e-09,7.829137347069736e-11,5.161019319556069e-08,7.430565221749251e-10,1.2569373943028726e-13,1.631195052356493e-13,7.475857959126787e-10,2.1502696396064e-08,3.969967876327291e-14
2.455567176658749e-06,0.0004434385066666667,0.2,0.0,7.159437150976984e-06,0.20000027170329554,0.19870259013560246,0.2000007554901393,0.19999844755141485,1.1206823961222066e-12,2.0573717438574354e-10,3.081429516514141e-10,1.9134002352960855e-19,4.297375226943414e-07,4.997724786616238e-16,1.8026808781494339e-12,8.950707265651693e-07,0.001296461624403216,2.5565313747737745e-10,3.961582601980594e-08,1.1316416220656377e-15,3.990372614701349e-12,1.7064564236744399e-18,1.8091899627259702e-11,3.4526513825788877e-18,1.2813342477586479e-20,4.374256129632809e-12,1.3078518975342428e-09,7.840181560034976e-11,5.2174706168415225e-08,7.520687609272001e-10,1.247212422641095e-13,1.6501480192670488e-13,7.500719024449738e-10,2.179821737807929e-08,4.0190554924347543e-14
2.47649626176235e-06,0.0004434385066666667,0.2,0.0,7.159434644397445e-06,0.20000027670120923,0.19870258099523114,0.20000076345249213,0.19999844075486817,1.1338276442819043e-12,2.082340403671058e-10,3.119163187985101e-10,1.9360341576655781e-19,4.2974315035537026e-07,5.001760015193002e-16,1.803105484823774e-12,8.950703592712536e-07,0.0012964610195398399,2.556548866957927e-10,3.964200488627199e-08,1.1317006702337049e-15,3.995148671820199e-12,1.70980401859964e-18,1.8115826498265495e-11,3.4550000290951393e-18,1.283015425045839e-20,4.38359013352683e-12,1.3136307951524761e-09,7.85112035655014e-11,5.273900572832716e-08,7.610816747741076e-10,1.2376708778018375e-13,1.6690976916786044e-13,7.525391198557452e-10,2.209468156238402e-08,4.0681941526364e-14
2.4974253468659513e-06,0.0004434385066666667,0.2,0.0,7.159432133910585e-06,0.2000002817047522,0.19870257184391588,0.20000077142408654,0.1999984339506402,1.146988332837377e-12,2.1073486127663048e-10,3.1569722447655654e-10,1.9586981564174028e-19,4.2974867403182287e-07,5.005674869606563e-16,1.803503095596121e-12,8.950699918660323e-07,0.0012964604155079823,2.55656604360105e-10,3.9667707726386925e-08,1.1317587364764625e-15,3.999843095225047e-12,1.713100278149532e-18,1.813933381684633e-11,3.4573060519616475e-18,1.2846669124206974e-20,4.392821894781778e-12,1.3193670349443062e-09,7.861955998896219e-11,5.330307758023018e-08,7.700949284015346e-10,1.2283070928631827e-13,1.6880434970649728e-13,7.549878914725362e-10,2.2392081357090815e-08,4.117381949751392e-14
2.5183544319695523e-06,0.0004434385066666667,0.2,0.0,7.159429619717803e-06,0.20000028671382358,0.1987025626818492,0.200000779404761,0.19999842713886543,1.1601641547849567e-12,2.1323956375499488e-10,3.1948557953666197e-10,1.9813917069039564e-19,4.297540962271303e-07,5.009472652029984e-16,1.8038744062187297e-12,8.950696243665523e-07,0.0012964598123060714,2.556582912223649e-10,3.969294713877301e-08,1.1318158441174988e-15,4.004457818945654e-12,1.7163464047036841e-18,1.8162432267500523e-11,3.459570575499414e-18,1.2862894670502536e-20,4.4019538334626805e-12,1.32506133255471e-09,7.872690910881659e-11,5.386690783311534e-08,7.791081979514151e-10,1.2191196691848794e-13,1.7069848804933644e-13,7.574186442101897e-10,2.269040934505976e-08,4.16661748877788e-14
2.5392835170731534e-06,0.0004434385066666667,0.2,0.0,7.159427102013317e-06,0.200000291728325,0.1987025535092187,0.20000078739435767,0.19999842031967513,1.1733548109081618e-12,2.1574807621659205e-10,3.232812968256106e-10,2.0041142977751676e-19,4.29759419374619e-07,5.01315870102587e-16,1.8042203172427173e-12,8.950692567896001e-07,0.0012964592099326516,2.5565994804765245e-10,3.971773529409735e-08,1.131872016421698e-15,4.008994804085092e-12,1.7195436057286466e-18,1.8185132191902786e-11,3.461794685541736e-18,1.2878838391690478e-20,4.410988375427259e-12,1.3307143852490176e-09,7.883327077288741e-11,5.443048299441795e-08,7.881211648212539e-10,1.2100970685102064e-13,1.7259213056135164e-13,7.598317937732144e-10,2.298965827859369e-08,4.215900639578091e-14
2.558119693666394e-06,0.0004434385066666667,0.2,0.0,7.1594248332353364e-06,0.20000029624593943,0.19870254524497075,0.20000079459249595,0.1999984141761696,1.1852388434085958e-12,2.1800893718537534e-10,3.2670366660177447e-10,2.0245890468263022e-19,4.297641274758167e-07,5.016381046962548e-16,1.8045103668714009e-12,8.950689259151035e-07,0.001296458668503816,2.5566141408369023e-10,3.9739668541627896e-08,1.1319217897376506e-15,4.013013106971542e-12,1.7223801759828865e-18,1.8205229655115888e-11,3.4637626999337475e-18,1.2892952495202498e-20,4.41903773045603e-12,1.3357674307940658e-09,7.892817008333979e-11,5.4937471688441035e-08,7.96232324335227e-10,1.2021191210470078e-13,1.7429594129316118e-13,7.619889088225376e-10,2.325976386913909e-08,4.260293478057302e-14
2.576955870259635e-06,0.0004434385066666667,0.2,0.0,7.159422561904122e-06,0.20000030076780578,0.198702536972445,0.20000080179762683,0.19999840802685276,1.1971344476407843e-12,2.2027277784183375e-10,3.3013186986154747e-10,2.0450865598737842e-19,4.2976875893259816e-07,5.019515396686339e-16,1.8047807961240148e-12,8.950685949995252e-07,0.0012964581277440535,2.556628568631946e-10,3.9761254112713585e-08,1.131970838719328e-15,4.016971205625927e-12,1.72517882975953e-18,1.8225019490113908e-11,3.4656995721609922e-18,1.2906848933224888e-20,4.427011270408826e-12,1.3407881036025826e-09,7.902230298645244e-11,5.5444233824593914e-08,8.04342774481515e-10,1.19427258359829e-13,1.7599927055431077e-13,7.641323731016894e-10,2.3530604631382912e-08,4.30472114041e-14
2.5957920468528757e-06,0.0004434385066666667,0.2,0.0,7.159420288150213e-06,0.200000305293857,0.19870252869176921,0.20000080900964298,0.199998401871814,1.2090414206544566e-12,2.2253954946141172e-10,3.335658469442955e-10,2.065606490065136e-19,4.2977331536116704e-07,5.022565854846672e-16,1.8050322196387691e-12,8.950682640545793e-07,0.0012964575876525343,2.5566427689736636e-10,3.9782500060604075e-08,1.1320191789039103e-15,4.0208704094071085e-12,1.7279403765703299e-18,1.824450856948163e-11,3.467606020825571e-18,1.2920532724581363e-20,4.4349106800705934e-12,1.3457768811488664e-09,7.911568277663318e-11,5.595076033773623e-08,8.124523017063787e-10,1.1865503830430176e-13,1.7770208241810866e-13,7.662624598906879e-10,2.3802175611527424e-08,4.349183825857627e-14
