Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),CH3X(33)
0.6809465899073631,0.002771490666666666,0.2,0.0,0.007993489748589754,0.10704991143779151,0.1999999994352121,0.1767639019395958,0.24639048154754217,1.337130028636788e-11,8.311109358760205e-09,9.620505722184807e-10,7.596751161520279e-14,8.137799066719725e-05,3.0200474900014775e-11,2.7448767675584325e-12,6.99949812925259e-05,1.1561263219450115e-05,6.844983677687201e-08,4.166555829194569e-09,1.166374766205174e-13,4.3970053175608594e-13,1.6454745215124834e-16,2.8924994255750254e-11,1.5392729744042235e-16,5.808168770935325e-20,2.646804082741703e-12,0.02322445506000666,1.638920264148304e-10,2.0287086242603424e-10
0.6847499274027179,0.002771490666666666,0.2,0.0,0.007993593943415625,0.10677277464865435,0.19999999943204755,0.1766946347978022,0.24652901572188624,1.3352304115937752e-11,8.305391382473616e-09,9.58828626914054e-10,7.553194682354617e-14,8.127364387066788e-05,3.029374122874469e-11,2.7439609550628014e-12,7.003524918139942e-05,1.1521184844607945e-05,6.842390655296493e-08,4.156386725061437e-09,1.1644228465706466e-13,4.389700902556264e-13,1.6443645519520907e-16,2.888428343458443e-11,1.5351157106418965e-16,5.810781284784515e-20,2.637978754439135e-12,0.023293762329935134,1.6345196668439985e-10,2.0182499024483857e-10
0.6881729311485372,0.002771490666666666,0.2,0.0,0.00799368733811215,0.10652453061592207,0.1999999994291994,0.17663258901191503,0.2466531071405852,1.3335278202029605e-11,8.300258603482705e-09,9.559465269339833e-10,7.514289171979885e-14,8.11800577911414e-05,3.037769631158576e-11,2.7431314933181323e-12,7.007132039770221e-05,1.1485338632907195e-05,6.840067959044175e-08,4.147282078501932e-09,1.1626737289399268e-13,4.3831551845477466e-13,1.6433681255840216e-16,2.8847794181270384e-11,1.5313932263672072e-16,5.813123113157e-20,2.6300841684699576e-12,0.023355844006619584,1.6305791823998524e-10,2.00891134738364e-10
0.6907942928495092,0.002771490666666666,0.2,0.0,0.007993758618310698,0.10633517371169529,0.1999999994270182,0.1765852613622087,0.2467477622881922,1.3322284564636384e-11,8.296336431870936e-09,9.537506039363076e-10,7.484683026044496e-14,8.110859654453374e-05,3.044199961180053e-11,2.74249296570036e-12,7.00988359073716e-05,1.1458029812478576e-05,6.838296235502606e-08,4.140339896701043e-09,1.1613390840357047e-13,4.3781604053588455e-13,1.6426066795356646e-16,2.8819946166780412e-11,1.5285546348612688e-16,5.814910493515939e-20,2.624069055779978e-12,0.023403198999164054,1.6275742810615568e-10,2.0018069221751853e-10
0.6934156545504813,0.002771490666666666,0.2,0.0,0.007993829689732668,0.10614646371941684,0.199999999424837,0.17653809537081325,0.24684209408955726,1.3309329664277515e-11,8.292421638263361e-09,9.515643308819563e-10,7.455239022541894e-14,8.103731453495876e-05,3.050631152547342e-11,2.7418515418062103e-12,7.0126258204521e-05,1.1430843652319344e-05,6.836530560725785e-08,4.133423755053901e-09,1.1600086149019216e-13,4.3731811319934473e-13,1.6418466357559171e-16,2.8792180679013465e-11,1.525726483334978e-16,5.816692687238027e-20,2.6180803007026793e-12,0.0234503922106286,1.6245803684165268e-10,1.9947429946411725e-10
0.6960370162514533,0.002771490666666666,0.2,0.0,0.007993900553512592,0.10595839720953842,0.19999999942265578,0.17649109018086082,0.24693610425874954,1.3296413288486434e-11,8.28851419463097e-09,9.49387644906165e-10,7.425956332700777e-14,8.096621096138246e-05,3.057063215756669e-11,2.7412072917654383e-12,7.015358778151716e-05,1.1403779327088103e-05,6.834770902813158e-08,4.12653349583505e-09,1.1586822995954448e-13,4.368217283611672e-13,1.6410879890388513e-16,2.8764497266995614e-11,1.5229087108056357e-16,5.818469718156227e-20,2.6121177319588034e-12,0.0234974244987069,1.6215973805985562e-10,1.9877192433621754e-10
0.6983962417823282,0.002771490666666666,0.2,0.0,0.00799396415431095,0.10578968471400302,0.1999999994206926,0.17644892229203862,0.2470204398219857,1.3284821313411581e-11,8.28500376221258e-09,9.47436771183186e-10,7.399739147445823e-14,8.090236965019924e-05,3.062852815219272e-11,2.740625063536216e-12,7.017810552909755e-05,1.1379524927014922e-05,6.833192328933608e-08,4.120354262804085e-09,1.1574921493381142e-13,4.363762942092355e-13,1.640406398323092e-16,2.873965199864696e-11,1.5203815394819828e-16,5.820064650487668e-20,2.6067736640970635e-12,0.02353961667225774,1.6189219798276482e-10,1.981431952230671e-10
0.7005195447601156,0.002771490666666666,0.2,0.0,0.007994021252679563,0.10563828471683584,0.19999999941892574,0.17641108145707135,0.24709612127909605,1.3274414942481848e-11,8.281849431352502e-09,9.456875407758998e-10,7.376254319391652e-14,8.084503501842337e-05,3.068064060753622e-11,2.74009911144517e-12,7.020010791955262e-05,1.1357779288378622e-05,6.83177573853832e-08,4.114810676131789e-09,1.156423862723107e-13,4.35976461369531e-13,1.6397939283341693e-16,2.8717347517971228e-11,1.5181141950790947e-16,5.821496543564476e-20,2.6019819104784765e-12,0.023577479280085193,1.616521603233109e-10,1.9758007992973387e-10
0.702642847737903,0.002771490666666666,0.2,0.0,0.007994078216801736,0.10548730089329138,0.19999999941715885,0.17637334462104343,0.2471715947196942,1.3264033473541137e-11,8.278699875248241e-09,9.439444867919244e-10,7.352873845614416e-14,8.078781605169376e-05,3.073275883825503e-11,2.73957133590959e-12,7.022205033991346e-05,1.1336112142252462e-05,6.830363039851263e-08,4.1092837948117595e-09,1.155358262953401e-13,4.355776263837036e-13,1.639182366140553e-16,2.869509609327971e-11,1.51585355338662e-16,5.822925089909724e-20,2.5972070278647873e-12,0.023615237810410868,1.6141282824007487e-10,1.9701954397393257e-10
0.7047661507156904,0.002771490666666666,0.2,0.0,0.00799413504726305,0.10533673146885321,0.19999999941539198,0.17633571134059237,0.24724686103067536,1.3253676796303193e-11,8.275555081400642e-09,9.422075761089027e-10,7.329597280188543e-14,8.073071233446346e-05,3.078488283041687e-11,2.7390417535224067e-12,7.02439330449528e-05,1.1314523064092469e-05,6.828954216363457e-08,4.103773537597814e-09,1.15429533867856e-13,4.351797850690685e-13,1.6385717094456524e-16,2.867289749043101e-11,1.513599582893694e-16,5.824350301404738e-20,2.5924489259600628e-12,0.023652892707022033,1.611741984324561e-10,1.9646157078390723e-10
0.7068894536934778,0.002771490666666666,0.2,0.0,0.007994191744645324,0.10518657467955146,0.19999999941362506,0.1762981811749905,0.24732192109366363,1.3243344801343947e-11,8.27241503710893e-09,9.404767751992027e-10,7.30642417622361e-14,8.067372345341583e-05,3.083701263179159e-11,2.7385103650479453e-12,7.026575628793192e-05,1.129301163239761e-05,6.827549251663407e-08,4.098279823672741e-09,1.1532350786163557e-13,4.3478293326763343e-13,1.637961955907746e-16,2.865075147712756e-11,1.5113522523025267e-16,5.825772190057719e-20,2.5877075133592883e-12,0.02369044441106827,1.6093626762209985e-10,1.959061438308916e-10
0.7090127566712652,0.002771490666666666,0.2,0.0,0.007994248309526567,0.10503682877188124,0.19999999941185811,0.17626075368612423,0.24739677578505334,1.3233037380160152e-11,8.269279726598751e-09,9.387520515786197e-10,7.283354085955757e-14,8.061684899744799e-05,3.0889148289434944e-11,2.7379771908554808e-12,7.028752032061208e-05,1.127157742876838e-05,6.826148129436313e-08,4.092802572806591e-09,1.1521774715522152e-13,4.3438706684642603e-13,1.637353102577957e-16,2.862865782302568e-11,1.5091115305399826e-16,5.827190767934291e-20,2.582982701525116e-12,0.023727893361081862,1.606990325541345e-10,1.9535324684242224e-10
0.7111360596490526,0.002771490666666666,0.2,0.0,0.007994304742481032,0.10488749200272235,0.19999999941009114,0.17622342843847408,0.24747142597604893,1.3222754424501591e-11,8.266149135660261e-09,9.370333730339779e-10,7.260386560835805e-14,8.056008855765577e-05,3.094128976584591e-11,2.7374422519151693e-12,7.030922539326619e-05,1.1250220037840315e-05,6.824750833463293e-08,4.087341705430647e-09,1.151122506338705e-13,4.3399218169707355e-13,1.6367451468191642e-16,2.860661629828676e-11,1.506877386706359e-16,5.828606046632677e-20,2.57827440263778e-12,0.023765239992997893,1.6046248999169517e-10,1.9480286368369974e-10
0.71325936262684,0.002771490666666666,0.2,0.0,0.007994361044079334,0.10473856263925958,0.19999999940832414,0.17618620499909501,0.24754587253270455,1.3212495826900212e-11,8.263023251838888e-09,9.35320706406659e-10,7.237521151614605e-14,8.050344172731758e-05,3.0993437102745734e-11,2.7369055402418615e-12,7.033087175469045e-05,1.1228939047179088e-05,6.823357347620787e-08,4.081897142341722e-09,1.1500701718950181e-13,4.33598273735142e-13,1.636138086334929e-16,2.8584626674748966e-11,1.504649790102604e-16,5.830018037868559e-20,2.5735825262791975e-12,0.023802484740174185,1.6022663671885125e-10,1.9425497818166602e-10
0.7153826656046274,0.002771490666666666,0.2,0.0,0.007994417214888371,0.10459003895890376,0.19999999940655716,0.17614908293759654,0.247620116315964,1.3202261481064182e-11,8.259902060774213e-09,9.336140198302917e-10,7.2147574084267e-14,8.044690810187848e-05,3.1045590380776484e-11,2.736367073826921e-12,7.035245965221518e-05,1.1207734047379966e-05,6.82196765587973e-08,4.076468804871004e-09,1.1490204572064372e-13,4.3320533890071497e-13,1.635531918451368e-16,2.856268872676066e-11,1.5024287102689286e-16,5.831426753640882e-20,2.5689069855985744e-12,0.023839628033411026,1.5999146954473508e-10,1.9370957445377285e-10
0.717293638284636,0.002771490666666666,0.2,0.0,0.007994467657257238,0.10445671309009837,0.19999999940496682,0.17611575940666083,0.24768676305712645,1.3193071217219578e-11,8.2570969891437e-09,9.320830892047511e-10,7.194356591770721e-14,8.039612429654126e-05,3.109253334304946e-11,2.735880980714218e-12,7.037183897659946e-05,1.1188714183783529e-05,6.820720164097009e-08,4.07159710965991e-09,1.1480779448265219e-13,4.3285252623777326e-13,1.634987128302171e-16,2.8542988569619665e-11,1.5004352852076535e-16,5.832691806643746e-20,2.5647128960686985e-12,0.02387297060821696,1.597804030781986e-10,1.9322082006271442e-10
0.7192046109646446,0.002771490666666666,0.2,0.0,0.00799451799455118,0.10432371319600951,0.1999999994033765,0.17608251733504918,0.24775324686560327,1.3183900434254184e-11,8.254295697471817e-09,9.30556953530188e-10,7.174037431124994e-14,8.03454315693261e-05,3.113948107156278e-11,2.735393484708958e-12,7.039117132264673e-05,1.1169755249220659e-05,6.819475721075311e-08,4.066738437501241e-09,1.1471375376417854e-13,4.325004956129515e-13,1.6344430572301312e-16,2.8523329923463503e-11,1.4984470922236163e-16,5.833954224001414e-20,2.5605319051342483e-12,0.02390623166271521,1.5956988747941126e-10,1.927340516964658e-10
0.7211155836446532,0.002771490666666666,0.2,0.0,0.007994568227175994,0.10419103804180564,0.19999999940178614,0.17604935641423677,0.24781956835855928,1.3174749056366324e-11,8.251498175819187e-09,9.290355892151056e-10,7.153799597577687e-14,8.029482962975311e-05,3.118643373080852e-11,2.734904578221515e-12,7.041045686766027e-05,1.1150856951256562e-05,6.818234315323048e-08,4.061892731955326e-09,1.1461992277578035e-13,4.3214924411576075e-13,1.6338997033846655e-16,2.850371262738776e-11,1.4964641095343428e-16,5.835214014652998e-20,2.556363948483699e-12,0.023939411505723124,1.5935992046637207e-10,1.9224925792840698e-10
0.7230265563246618,0.002771490666666666,0.2,0.0,0.00799461835553501,0.10405868639917158,0.19999999940019575,0.17601627633732672,0.24788572814990284,1.3165617007451475e-11,8.248704413848214e-09,9.275189750937535e-10,7.133642762009032e-14,8.024431818872579e-05,3.12333912128422e-11,2.7344143094892148e-12,7.042969578800876e-05,1.1132018999474375e-05,6.816995935408643e-08,4.057059937391215e-09,1.1452630073222398e-13,4.317987688519411e-13,1.6333570648466212e-16,2.8484136519770894e-11,1.4944863154476919e-16,5.836471186640102e-20,2.552208968451029e-12,0.02397251044442827,1.5915049976639062e-10,1.9176642773762904e-10
0.7245487318277972,0.002771490666666666,0.2,0.0,0.007994658210686649,0.10395349303792104,0.19999999939892898,0.17598998421274642,0.24793831210053066,1.3158356699742636e-11,8.246481740896603e-09,9.263143072588992e-10,7.117644673438405e-14,8.02041481200705e-05,3.127079828947047e-11,2.7340228106263516e-12,7.044498720793337e-05,1.1117056711403101e-05,6.816011667672468e-08,4.053219600695974e-09,1.1445187555475219e-13,4.315201530600345e-13,1.6329253395524083e-16,2.846857263396174e-11,1.492914611779647e-16,5.837470711795018e-20,2.5489085831671143e-12,0.02399881755025023,1.5898407616247024e-10,1.9138322928042228e-10
0.7260709073309326,0.002771490666666666,0.2,0.0,0.00799469800013962,0.10384850354954611,0.19999999939766214,0.17596374303502438,0.2479907941488102,1.3151108570218562e-11,8.24426144239996e-09,9.251126262376522e-10,7.10169760136967e-14,8.016403514389818e-05,3.13082085464174e-11,2.7336304233807166e-12,7.046024924484751e-05,1.1102132383720205e-05,6.815029306844938e-08,4.0493873924389875e-09,1.1437758206089005e-13,4.312420264994163e-13,1.63249406606359e-16,2.8453034699544546e-11,1.491346175671873e-16,5.838468585122769e-20,2.5456163573978e-12,0.024025073671219407,1.5881799661588524e-10,1.9100126379014675e-10
0.727593082834068,0.002771490666666666,0.2,0.0,0.007994737724094597,0.10374371732202749,0.19999999939639532,0.17593755265124592,0.24804317460062741,1.314387258120305e-11,8.242043513155562e-09,9.239139219455664e-10,7.085801379290664e-14,8.012397911596313e-05,3.134562194971078e-11,2.7332371823548115e-12,7.04754819866306e-05,1.1087245872198614e-05,6.814048847229601e-08,4.045563284957748e-09,1.1430341985944646e-13,4.3096438772817924e-13,1.6320632434139427e-16,2.8437522636507903e-11,1.4897809963473534e-16,5.839464810779194e-20,2.5423322636930713e-12,0.024051278960394773,1.586522599974848e-10,1.906205258691702e-10
0.7291152583372034,0.002771490666666666,0.2,0.0,0.007994777382751408,0.10363913374590529,0.19999999939512844,0.1759114129091358,0.24809545376058878,1.3136648694195522e-11,8.239827948465302e-09,9.227181832525515e-10,7.06995584066652e-14,8.008397989256475e-05,3.138303830869753e-11,2.732843094764261e-12,7.049068552079539e-05,1.1072397033297308e-05,6.813070283153728e-08,4.041747250836323e-09,1.1422938856088515e-13,4.30687235310161e-13,1.631632870736777e-16,2.8422036363047877e-11,1.4882190630068384e-16,5.840459392095136e-20,2.5390562716755896e-12,0.024077433570195154,1.58486865175604e-10,1.9024100998649936e-10
0.7304852162900252,0.002771490666666666,0.2,0.0,0.007994813019877109,0.1035451812926724,0.19999999939398827,0.17588793031452035,0.24814241865074915,1.3130157512855839e-11,8.237835957782978e-09,9.216445434890371e-10,7.05573805260956e-14,8.004802904105257e-05,3.1416715789328514e-11,2.7324876643352093e-12,7.050434380106593e-05,1.1059065170244639e-05,6.812191191502288e-08,4.038319699764705e-09,1.1416287199351726e-13,4.3043821278326913e-13,1.6312459192748594e-16,2.8408120702849488e-11,1.4868160895188626e-16,5.841353113520486e-20,2.536114777083806e-12,0.02410092951361096,1.583383011501931e-10,1.8990048580507188e-10
0.731855174242847,0.002771490666666666,0.2,0.0,0.007994848604416838,0.10345139205475111,0.1999999993928481,0.17586448850671355,0.24818930196047742,1.3123676076991081e-11,8.235845874601549e-09,9.205732885843863e-10,7.041561061840118e-14,8.001212398125886e-05,3.145039576000281e-11,2.7321315528433454e-12,7.05179785570398e-05,1.1045763602693357e-05,6.81131362655971e-08,4.034898645742499e-09,1.140964608616286e-13,4.301895820053464e-13,1.630859330839306e-16,2.839422581086868e-11,1.4854157288802528e-16,5.842245509702103e-20,2.5331797977762196e-12,0.024124384639895264,1.581900122618468e-10,1.8956094300921143e-10
0.7330881364003866,0.002771490666666666,0.2,0.0,0.00799488058566046,0.10336712092681824,0.19999999939182195,0.17584342566173833,0.2482314273693378,1.3117851094741657e-11,8.234056427805772e-09,9.196111912724044e-10,7.028836551490311e-14,7.997984849369967e-05,3.148070988759732e-11,2.7318104659672367e-12,7.053022977625226e-05,1.1033818009285667e-05,6.810525120069482e-08,4.031825235620547e-09,1.1403678075834752e-13,4.2996614839534295e-13,1.6305117111062802e-16,2.83817381174607e-11,1.4841576319043168e-16,5.843047535696054e-20,2.530543867989876e-12,0.024145459445659552,1.580567868352292e-10,1.8925619025478482e-10
0.7343210985579263,0.002771490666666666,0.2,0.0,0.00799491252453038,0.10328298132873379,0.19999999939079574,0.17582239568553865,0.2482734870351889,1.3112033964846575e-11,8.232268520745528e-09,9.186510127466218e-10,7.01614490011803e-14,7.994760993817158e-05,3.151102609501741e-11,2.7314888190353184e-12,7.054246203764678e-05,1.1021896796794731e-05,6.809737843934332e-08,4.028757057464418e-09,1.1397718562672422e-13,4.2974303051223287e-13,1.6301643844320047e-16,2.8369267158243656e-11,1.482901639468954e-16,5.843848492972404e-20,2.527913180259191e-12,0.02416650135824536,1.5792378302611906e-10,1.8895222624758688e-10
0.7355540607154659,0.002771490666666666,0.2,0.0,0.007994944421130613,0.1031989729426565,0.19999999938976956,0.17580139849870072,0.24831548111688728,1.3106224667531312e-11,8.230482150789478e-09,9.176927478216002e-10,7.003486019247535e-14,7.991540823959406e-05,3.1541344308465953e-11,2.7311666306550203e-12,7.055467538686382e-05,1.1009999890699495e-05,6.808951795195478e-08,4.0256940970168096e-09,1.1391767526365012e-13,4.295202276072396e-13,1.6298173503291788e-16,2.8356812891200567e-11,1.4816477459742158e-16,5.844648383467605e-20,2.5252877204725424e-12,0.024187510457141043,1.5779100024768697e-10,1.8864904821211065e-10
0.7367870228730056,0.002771490666666666,0.2,0.0,0.00799497627556483,0.10311509545181495,0.19999999938874338,0.17578043402207807,0.24835740977275472,1.3100423183371006e-11,8.22869731533899e-09,9.167363902478719e-10,6.99085982042186e-14,7.98832433231144e-05,3.1571664575587934e-11,2.73084389220926e-12,7.056686986939089e-05,1.099812721673548e-05,6.80816697090408e-08,4.022636339871937e-09,1.1385824946670754e-13,4.2929773893379426e-13,1.6294706083129019e-16,2.8344375275104563e-11,1.480395945854327e-16,5.845447209457826e-20,2.5226674715536226e-12,0.024208486821567402,1.5765843791671102e-10,1.883466532319689e-10
0.7380199850305452,0.002771490666666666,0.2,0.0,0.007995008087936349,0.10303134854050304,0.1999999993877172,0.17575950217679037,0.2483992731605806,1.3094629493080924e-11,8.226914011725815e-09,9.157819336799125e-10,6.978266215206697e-14,7.985111511410692e-05,3.160198696953375e-11,2.730520592460246e-12,7.057904553056264e-05,1.0986278700926847e-05,6.807383368121162e-08,4.019583771647003e-09,1.137989080341666e-13,4.2907556374775544e-13,1.6291241578843482e-16,2.8331954269016365e-11,1.479146233567296e-16,5.846244973281862e-20,2.520052416197611e-12,0.02422943053047879,1.575260954524611e-10,1.880450383898292e-10
0.7392529471880849,0.002771490666666666,0.2,0.0,0.007995039858348018,0.10294773189407506,0.19999999938669097,0.17573860288422213,0.24844107143762445,1.3088843577013964e-11,8.225132237452523e-09,9.148293734043133e-10,6.965705115194442e-14,7.981902353817223e-05,3.1632311373938506e-11,2.730196760053508e-12,7.059120241556146e-05,1.097445426968398e-05,6.806600983917487e-08,4.016536378318324e-09,1.1373965076498197e-13,4.288537013080098e-13,1.6287779985834957e-16,2.831954983117327e-11,1.4778986035714002e-16,5.847041676744074e-20,2.517442541607414e-12,0.024250341662564335,1.5739397227417204e-10,1.8774420100719097e-10
0.7404859093456245,0.002771490666666666,0.2,0.0,0.007995071586902372,0.10286424519894136,0.19999999938566476,0.1757177360660217,0.24848280476061793,1.3083065415912831e-11,8.223351990108491e-09,9.138787033922945e-10,6.953176432008091e-14,7.97869685211359e-05,3.166263781601226e-11,2.7298723898860838e-12,7.060334056941871e-05,1.0962653849663632e-05,6.805819815373626e-08,4.013494145672694e-09,1.1368047745878988e-13,4.286321508755769e-13,1.6284321299625587e-16,2.830716192070375e-11,1.4766530503606899e-16,5.8478373220488e-20,2.5148378312965975e-12,0.02427122029624908,1.5726206780485896e-10,1.874441382275673e-10
0.7415955752874102,0.002771490666666666,0.2,0.0,0.007995100106897779,0.10278921802334309,0.19999999938474117,0.17569898363067993,0.2485203093447142,1.3077871685733197e-11,8.221751070698377e-09,9.130247109491311e-10,6.941928260510476e-14,7.975815020253703e-05,3.168993346359845e-11,2.7295799772343398e-12,7.061424892986125e-05,1.0952053940818339e-05,6.805117800668271e-08,4.010760536851067e-09,1.1362729310652222e-13,4.284330216436018e-13,1.6281210962980303e-16,2.8296026898895516e-11,1.4755338235951337e-16,5.84855250012354e-20,2.51249799217329e-12,0.024289983345039068,1.5714354030424048e-10,1.8717474157464834e-10
0.7427052412291958,0.002771490666666666,0.2,0.0,0.007995128593145735,0.10271429562800836,0.19999999938381757,0.1756802573795749,0.24855776155607537,1.3072684207533526e-11,8.220151383867449e-09,9.121722407873832e-10,6.930706210708068e-14,7.972936138298863e-05,3.1717230778983996e-11,2.729287131848862e-12,7.062514218704825e-05,1.0941473368848174e-05,6.804416766175931e-08,4.008031086492171e-09,1.1357417645742299e-13,4.2823414400576264e-13,1.6278102972937805e-16,2.828490520150865e-11,1.4744162705929688e-16,5.84926682437273e-20,2.510162312072972e-12,0.02430872019023789,1.570251890741854e-10,1.8690596804499408e-10
0.7438149071709814,0.002771490666666666,0.2,0.0,0.007995157045720179,0.10263947778650591,0.19999999938289398,0.1756615572561317,0.24859516150787161,1.3067502967297222e-11,8.218552928019812e-09,9.113212891012625e-10,6.919510218252439e-14,7.970060200888184e-05,3.174452971595933e-11,2.7289938631386564e-12,7.063602037349561e-05,1.0930912080940676e-05,6.803716709788425e-08,4.0053057844411885e-09,1.1352112736683083e-13,4.2803551742869206e-13,1.627499732656014e-16,2.8273796798790495e-11,1.4733003873778901e-16,5.849980296235161e-20,2.5078307805748006e-12,0.024327430888473275,1.569070136979729e-10,1.8663781565705515e-10
0.744924573112767,0.002771490666666666,0.2,0.0,0.0079951854646949,0.10256476427308593,0.19999999938197033,0.17564288320394583,0.2486325093129324,1.306232795136071e-11,8.216955701315891e-09,9.104718507982923e-10,6.908340218824472e-14,7.96718720267533e-05,3.177183039047495e-11,2.7287001488905185e-12,7.064688352162175e-05,1.0920370024393091e-05,6.803017629403976e-08,4.002584620346872e-09,1.1346814569052524e-13,4.2783714138012476e-13,1.627189402040589e-16,2.826270166174123e-11,1.4721861699983498e-16,5.850692917526686e-20,2.5055033837758654e-12,0.024346115496202553,1.5678901376150514e-10,1.8637028226119016e-10
0.7460342390545527,0.002771490666666666,0.2,0.0,0.007995213850143358,0.10249015486267736,0.1999999993810467,0.17562423516678216,0.24866980508374803,1.3057159145719699e-11,8.215359701736861e-09,9.096239224927623e-10,6.897196148136506e-14,7.964317138328465e-05,3.179913273633785e-11,2.728406009467983e-12,7.065773166374749e-05,1.0909847146767644e-05,6.80231952292702e-08,3.999867584192422e-09,1.134152312847235e-13,4.2763901532985967e-13,1.6268793050728834e-16,2.825161976057051e-11,1.471073614498436e-16,5.851404689564338e-20,2.503180112549411e-12,0.024364774069713276,1.5667118885017427e-10,1.8610336595628327e-10
0.7470329384021598,0.002771490666666666,0.2,0.0,0.00799523936844255,0.10242309521590798,0.19999999938021545,0.17560747412983677,0.24870332688090344,1.3052512519066257e-11,8.213924349795284e-09,9.088620745883215e-10,6.887188600483239e-14,7.961736584476576e-05,3.1823706275916045e-11,2.7281409187194525e-12,7.066748218816547e-05,1.0900392911697307e-05,6.801692058061703e-08,3.997425772665597e-09,1.1336766571729732e-13,4.274609151962084e-13,1.626600417288058e-16,2.8241657342062316e-11,1.4700737322064054e-16,5.852044559583822e-20,2.501092686242791e-12,0.02438154457300145,1.5656529573594863e-10,1.8586366722377657e-10
0.7480316377497669,0.002771490666666666,0.2,0.0,0.007995264859698054,0.10235611954769189,0.1999999993793842,0.17559073407888787,0.24873680670269407,1.3047870901735199e-11,8.212489988997249e-09,9.081014425979514e-10,6.877201956246199e-14,7.959158398882434e-05,3.1848281250744017e-11,2.7278754627597813e-12,7.067722060725049e-05,1.0890954131232599e-05,6.801065378850258e-08,3.99498728907806e-09,1.133201544186638e-13,4.27283016748409e-13,1.6263217182281128e-16,2.8231705600050065e-11,1.4690751900005252e-16,5.852683744304501e-20,2.4990085819077217e-12,0.024398294074824384,1.5645954375947603e-10,1.8562446513172155e-10
0.749030337097374,0.002771490666666666,0.2,0.0,0.007995290323962918,0.10228922769535202,0.1999999993785529,0.17557401497328984,0.24877024463042577,1.3043234283416503e-11,8.211056618064536e-09,9.073420249836892e-10,6.867236168633129e-14,7.956582577689046e-05,3.187285753771171e-11,2.727609680201956e-12,7.068694694436356e-05,1.0881530767557062e-05,6.800439483777947e-08,3.992552126357269e-09,1.1327269728490918e-13,4.2710531960335884e-13,1.6260432076621377e-16,2.822176451252338e-11,1.4680779850131854e-16,5.853322244416672e-20,2.496927795611444e-12,0.02441502261586564,1.563539326201719e-10,1.8538575844684603e-10
0.7500290364449811,0.002771490666666666,0.2,0.0,0.007995315761290062,0.10222241949664994,0.19999999937772162,0.17555731677250663,0.24880364074518518,1.3038602654318568e-11,8.209624235723037e-09,9.065838180945156e-10,6.8572911908775e-14,7.954009117048773e-05,3.189743519152384e-11,2.727343553154429e-12,7.069666122280324e-05,1.087212278295673e-05,6.799814371334121e-08,3.990120277069648e-09,1.1322529421240133e-13,4.2692782337878056e-13,1.6257648853494312e-16,2.821183405877645e-11,1.4670821144137346e-16,5.85396006125611e-20,2.4948503171866654e-12,0.024431730236699048,1.5624846202139023e-10,1.8514754561920026e-10
0.7510277357925882,0.002771490666666666,0.2,0.0,0.007995341171732274,0.1021556947897846,0.19999999937689034,0.17554063943611137,0.2488369951278404,1.3033976004594541e-11,8.20819284047857e-09,9.058268183495813e-10,6.84736697623967e-14,7.951438013123339e-05,3.192201427412274e-11,2.7270770670024427e-12,7.070636346580549e-05,1.0862730139806798e-05,6.799190040012189e-08,3.987691733838573e-09,1.1317794509779096e-13,4.267505276932526e-13,1.6254867510089456e-16,2.8201914217908237e-11,1.466087575370977e-16,5.854597196059584e-20,2.492776136846457e-12,0.024448416977789104,1.561431316664066e-10,1.8490982512539314e-10
0.7520264351401953,0.002771490666666666,0.2,0.0,0.007995366555342163,0.10208905341339045,0.19999999937605906,0.17552398292378593,0.24887030785904188,1.3029354324191902e-11,8.206762430961424e-09,9.050710234959689e-10,6.837463478007951e-14,7.94886926208378e-05,3.1946594730000463e-11,2.7268102408232146e-12,7.07160536965435e-05,1.0853352800649854e-05,6.798566488309565e-08,3.985266489524379e-09,1.1313064983801009e-13,4.2657343216666564e-13,1.6252088043880942e-16,2.819200496851719e-11,1.4650943650520958e-16,5.855233649733812e-20,2.490705248571594e-12,0.024465082879491347,1.5603794125829524e-10,1.8467259563722675e-10
0.7530251344878024,0.002771490666666666,0.2,0.0,0.00799539191217215,0.10202249520653638,0.19999999937522778,0.17550734719532093,0.24890357901922297,1.3024737603193788e-11,8.205333006071663e-09,9.043164310763538e-10,6.827580649499684e-14,7.946302860110423e-05,3.197117651472517e-11,2.7265430869673312e-12,7.072573193812815e-05,1.08439907281701e-05,6.797943714727665e-08,3.982844536952805e-09,1.1308340833027053e-13,4.2639653642002696e-13,1.6249310452847273e-16,2.8182106289554568e-11,1.4641024806414172e-16,5.85586942330858e-20,2.4886376456299524e-12,0.02448172798205265,1.5593289050194232e-10,1.8443585579206003e-10
